OrderID,ProductID,ProductName,CategoryID,CategoryName,CustomerID,CompanyName,EmployeeID,OrderDate,ShippedDate,UnitPrice,Quantity,Discount,TotalPrice,Year,Month,ShipCountry
10444,17,Alice Mutton,6,Meat/Poultry,BERGS,Berglunds snabbköp,3,1997-02-12,1997-02-21,31.2,10,0.0,312.0,1997,2,Sweden
10444,26,Gumbär Gummibärchen,3,Confections,BERGS,Berglunds snabbköp,3,1997-02-12,1997-02-21,24.9,15,0.0,373.5,1997,2,Sweden
10444,35,Steeleye Stout,1,Beverages,BERGS,Berglunds snabbköp,3,1997-02-12,1997-02-21,14.4,8,0.0,115.2,1997,2,Sweden
10444,41,Jack's New England Clam Chowder,8,Seafood,BERGS,Berglunds snabbköp,3,1997-02-12,1997-02-21,7.7,30,0.0,231.0,1997,2,Sweden
10445,39,Chartreuse verte,1,Beverages,BERGS,Berglunds snabbköp,3,1997-02-13,1997-02-20,14.4,6,0.0,86.4,1997,2,Sweden
10445,54,Tourtière,6,Meat/Poultry,BERGS,Berglunds snabbköp,3,1997-02-13,1997-02-20,5.9,15,0.0,88.5,1997,2,Sweden
10446,19,Teatime Chocolate Biscuits,3,Confections,TOMSP,Toms Spezialitäten,6,1997-02-14,1997-02-19,7.3,12,0.1,78.84,1997,2,Germany
10446,24,Guaraná Fantástica,1,Beverages,TOMSP,Toms Spezialitäten,6,1997-02-14,1997-02-19,3.6,20,0.1,64.8,1997,2,Germany
10446,31,Gorgonzola Telino,4,Dairy Products,TOMSP,Toms Spezialitäten,6,1997-02-14,1997-02-19,10.0,3,0.1,27.0,1997,2,Germany
10446,52,Filo Mix,5,Grains/Cereals,TOMSP,Toms Spezialitäten,6,1997-02-14,1997-02-19,5.6,15,0.1,75.60000000000001,1997,2,Germany
10447,19,Teatime Chocolate Biscuits,3,Confections,RICAR,Ricardo Adocicados,4,1997-02-14,1997-03-07,7.3,40,0.0,292.0,1997,2,Brazil
10447,65,Louisiana Fiery Hot Pepper Sauce,2,Condiments,RICAR,Ricardo Adocicados,4,1997-02-14,1997-03-07,16.8,35,0.0,588.0,1997,2,Brazil
10447,71,Flotemysost,4,Dairy Products,RICAR,Ricardo Adocicados,4,1997-02-14,1997-03-07,17.2,2,0.0,34.4,1997,2,Brazil
10448,26,Gumbär Gummibärchen,3,Confections,RANCH,Rancho grande,4,1997-02-17,1997-02-24,24.9,6,0.0,149.39999999999998,1997,2,Argentina
10448,40,Boston Crab Meat,8,Seafood,RANCH,Rancho grande,4,1997-02-17,1997-02-24,14.7,20,0.0,294.0,1997,2,Argentina
10449,10,Ikura,8,Seafood,BLONP,Blondesddsl père et fils,3,1997-02-18,1997-02-27,24.8,14,0.0,347.2,1997,2,France
10449,52,Filo Mix,5,Grains/Cereals,BLONP,Blondesddsl père et fils,3,1997-02-18,1997-02-27,5.6,20,0.0,112.0,1997,2,France
10449,62,Tarte au sucre,3,Confections,BLONP,Blondesddsl père et fils,3,1997-02-18,1997-02-27,39.4,35,0.0,1379.0,1997,2,France
10450,10,Ikura,8,Seafood,VICTE,Victuailles en stock,8,1997-02-19,1997-03-11,24.8,20,0.2,396.8,1997,2,France
10450,54,Tourtière,6,Meat/Poultry,VICTE,Victuailles en stock,8,1997-02-19,1997-03-11,5.9,6,0.2,28.320000000000007,1997,2,France
10451,55,Pâté chinois,6,Meat/Poultry,QUICK,QUICK-Stop,4,1997-02-19,1997-03-12,19.2,120,0.1,2073.6,1997,2,Germany
10451,64,Wimmers gute Semmelknödel,5,Grains/Cereals,QUICK,QUICK-Stop,4,1997-02-19,1997-03-12,26.6,35,0.1,837.9,1997,2,Germany
10451,65,Louisiana Fiery Hot Pepper Sauce,2,Condiments,QUICK,QUICK-Stop,4,1997-02-19,1997-03-12,16.8,28,0.1,423.36,1997,2,Germany
10451,77,Original Frankfurter grüne Soße,2,Condiments,QUICK,QUICK-Stop,4,1997-02-19,1997-03-12,10.4,55,0.1,514.8000000000001,1997,2,Germany
10452,28,Rössle Sauerkraut,7,Produce,SAVEA,Save-a-lot Markets,8,1997-02-20,1997-02-26,36.4,15,0.0,546.0,1997,2,USA
10452,44,Gula Malacca,2,Condiments,SAVEA,Save-a-lot Markets,8,1997-02-20,1997-02-26,15.5,100,0.05,1472.5,1997,2,USA
10453,48,Chocolade,3,Confections,AROUT,Around the Horn,1,1997-02-21,1997-02-26,10.2,15,0.1,137.70000000000002,1997,2,UK
10453,70,Outback Lager,1,Beverages,AROUT,Around the Horn,1,1997-02-21,1997-02-26,12.0,25,0.1,270.0,1997,2,UK
10454,16,Pavlova,3,Confections,LAMAI,La maison d'Asie,4,1997-02-21,1997-02-25,13.9,20,0.2,222.4,1997,2,France
10454,33,Geitost,4,Dairy Products,LAMAI,La maison d'Asie,4,1997-02-21,1997-02-25,2.0,20,0.2,32.0,1997,2,France
10454,46,Spegesild,8,Seafood,LAMAI,La maison d'Asie,4,1997-02-21,1997-02-25,9.6,10,0.2,76.80000000000001,1997,2,France
10455,39,Chartreuse verte,1,Beverages,WARTH,Wartian Herkku,8,1997-02-24,1997-03-03,14.4,20,0.0,288.0,1997,2,Finland
10455,53,Perth Pasties,6,Meat/Poultry,WARTH,Wartian Herkku,8,1997-02-24,1997-03-03,26.2,50,0.0,1310.0,1997,2,Finland
10455,61,Sirop d'érable,2,Condiments,WARTH,Wartian Herkku,8,1997-02-24,1997-03-03,22.8,25,0.0,570.0,1997,2,Finland
10455,71,Flotemysost,4,Dairy Products,WARTH,Wartian Herkku,8,1997-02-24,1997-03-03,17.2,30,0.0,516.0,1997,2,Finland
10456,21,Sir Rodney's Scones,3,Confections,KOENE,Königlich Essen,8,1997-02-25,1997-02-28,8.0,40,0.15,272.0,1997,2,Germany
10456,49,Maxilaku,3,Confections,KOENE,Königlich Essen,8,1997-02-25,1997-02-28,16.0,21,0.15,285.59999999999997,1997,2,Germany
10457,59,Raclette Courdavault,4,Dairy Products,KOENE,Königlich Essen,2,1997-02-25,1997-03-03,44.0,36,0.0,1584.0,1997,2,Germany
10458,26,Gumbär Gummibärchen,3,Confections,SUPRD,Suprêmes délices,7,1997-02-26,1997-03-04,24.9,30,0.0,747.0,1997,2,Belgium
10458,28,Rössle Sauerkraut,7,Produce,SUPRD,Suprêmes délices,7,1997-02-26,1997-03-04,36.4,30,0.0,1092.0,1997,2,Belgium
10458,43,Ipoh Coffee,1,Beverages,SUPRD,Suprêmes délices,7,1997-02-26,1997-03-04,36.8,20,0.0,736.0,1997,2,Belgium
10458,56,Gnocchi di nonna Alice,5,Grains/Cereals,SUPRD,Suprêmes délices,7,1997-02-26,1997-03-04,30.4,15,0.0,456.0,1997,2,Belgium
10458,71,Flotemysost,4,Dairy Products,SUPRD,Suprêmes délices,7,1997-02-26,1997-03-04,17.2,50,0.0,860.0,1997,2,Belgium
10459,7,Uncle Bob's Organic Dried Pears,7,Produce,VICTE,Victuailles en stock,4,1997-02-27,1997-02-28,24.0,16,0.05,364.79999999999995,1997,2,France
10459,46,Spegesild,8,Seafood,VICTE,Victuailles en stock,4,1997-02-27,1997-02-28,9.6,20,0.05,182.39999999999998,1997,2,France
10459,72,Mozzarella di Giovanni,4,Dairy Products,VICTE,Victuailles en stock,4,1997-02-27,1997-02-28,27.8,40,0.0,1112.0,1997,2,France
10460,68,Scottish Longbreads,3,Confections,FOLKO,Folk och fä HB,8,1997-02-28,1997-03-03,10.0,21,0.25,157.5,1997,2,Sweden
10460,75,Rhönbräu Klosterbier,1,Beverages,FOLKO,Folk och fä HB,8,1997-02-28,1997-03-03,6.2,4,0.25,18.6,1997,2,Sweden
10461,21,Sir Rodney's Scones,3,Confections,LILAS,LILA-Supermercado,1,1997-02-28,1997-03-05,8.0,40,0.25,240.0,1997,2,Venezuela
10461,30,Nord-Ost Matjeshering,8,Seafood,LILAS,LILA-Supermercado,1,1997-02-28,1997-03-05,20.7,28,0.25,434.70000000000005,1997,2,Venezuela
10461,55,Pâté chinois,6,Meat/Poultry,LILAS,LILA-Supermercado,1,1997-02-28,1997-03-05,19.2,60,0.25,864.0,1997,2,Venezuela
10462,13,Konbu,8,Seafood,CONSH,Consolidated Holdings,2,1997-03-03,1997-03-18,4.8,1,0.0,4.8,1997,3,UK
10462,23,Tunnbröd,5,Grains/Cereals,CONSH,Consolidated Holdings,2,1997-03-03,1997-03-18,7.2,21,0.0,151.20000000000002,1997,3,UK
10463,19,Teatime Chocolate Biscuits,3,Confections,SUPRD,Suprêmes délices,5,1997-03-04,1997-03-06,7.3,21,0.0,153.29999999999998,1997,3,Belgium
10463,42,Singaporean Hokkien Fried Mee,5,Grains/Cereals,SUPRD,Suprêmes délices,5,1997-03-04,1997-03-06,11.2,50,0.0,560.0,1997,3,Belgium
10464,4,Chef Anton's Cajun Seasoning,2,Condiments,FURIB,Furia Bacalhau e Frutos do Mar,4,1997-03-04,1997-03-14,17.6,16,0.2,225.28000000000003,1997,3,Portugal
10464,43,Ipoh Coffee,1,Beverages,FURIB,Furia Bacalhau e Frutos do Mar,4,1997-03-04,1997-03-14,36.8,3,0.0,110.39999999999999,1997,3,Portugal
10464,56,Gnocchi di nonna Alice,5,Grains/Cereals,FURIB,Furia Bacalhau e Frutos do Mar,4,1997-03-04,1997-03-14,30.4,30,0.2,729.6,1997,3,Portugal
10464,60,Camembert Pierrot,4,Dairy Products,FURIB,Furia Bacalhau e Frutos do Mar,4,1997-03-04,1997-03-14,27.2,20,0.0,544.0,1997,3,Portugal
10465,24,Guaraná Fantástica,1,Beverages,VAFFE,Vaffeljernet,1,1997-03-05,1997-03-14,3.6,25,0.0,90.0,1997,3,Denmark
10465,29,Thüringer Rostbratwurst,6,Meat/Poultry,VAFFE,Vaffeljernet,1,1997-03-05,1997-03-14,99.0,18,0.1,1603.8,1997,3,Denmark
10465,40,Boston Crab Meat,8,Seafood,VAFFE,Vaffeljernet,1,1997-03-05,1997-03-14,14.7,20,0.0,294.0,1997,3,Denmark
10465,45,Rogede sild,8,Seafood,VAFFE,Vaffeljernet,1,1997-03-05,1997-03-14,7.6,30,0.1,205.20000000000002,1997,3,Denmark
10465,50,Valkoinen suklaa,3,Confections,VAFFE,Vaffeljernet,1,1997-03-05,1997-03-14,13.0,25,0.0,325.0,1997,3,Denmark
10466,11,Queso Cabrales,4,Dairy Products,COMMI,Comércio Mineiro,4,1997-03-06,1997-03-13,16.8,10,0.0,168.0,1997,3,Brazil
10466,46,Spegesild,8,Seafood,COMMI,Comércio Mineiro,4,1997-03-06,1997-03-13,9.6,5,0.0,48.0,1997,3,Brazil
10467,24,Guaraná Fantástica,1,Beverages,MAGAA,Magazzini Alimentari Riuniti,8,1997-03-06,1997-03-11,3.6,28,0.0,100.8,1997,3,Italy
10467,25,NuNuCa Nuß-Nougat-Creme,3,Confections,MAGAA,Magazzini Alimentari Riuniti,8,1997-03-06,1997-03-11,11.2,12,0.0,134.39999999999998,1997,3,Italy
10468,30,Nord-Ost Matjeshering,8,Seafood,KOENE,Königlich Essen,3,1997-03-07,1997-03-12,20.7,8,0.0,165.6,1997,3,Germany
10468,43,Ipoh Coffee,1,Beverages,KOENE,Königlich Essen,3,1997-03-07,1997-03-12,36.8,15,0.0,552.0,1997,3,Germany
10469,2,Chang,1,Beverages,WHITC,White Clover Markets,1,1997-03-10,1997-03-14,15.2,40,0.15,516.8,1997,3,USA
10469,16,Pavlova,3,Confections,WHITC,White Clover Markets,1,1997-03-10,1997-03-14,13.9,35,0.15,413.525,1997,3,USA
10469,44,Gula Malacca,2,Condiments,WHITC,White Clover Markets,1,1997-03-10,1997-03-14,15.5,2,0.15,26.349999999999998,1997,3,USA
10470,18,Carnarvon Tigers,8,Seafood,BONAP,Bon app',4,1997-03-11,1997-03-14,50.0,30,0.0,1500.0,1997,3,France
10470,23,Tunnbröd,5,Grains/Cereals,BONAP,Bon app',4,1997-03-11,1997-03-14,7.2,15,0.0,108.0,1997,3,France
10470,64,Wimmers gute Semmelknödel,5,Grains/Cereals,BONAP,Bon app',4,1997-03-11,1997-03-14,26.6,8,0.0,212.8,1997,3,France
10471,7,Uncle Bob's Organic Dried Pears,7,Produce,BSBEV,B's Beverages,2,1997-03-11,1997-03-18,24.0,30,0.0,720.0,1997,3,UK
10471,56,Gnocchi di nonna Alice,5,Grains/Cereals,BSBEV,B's Beverages,2,1997-03-11,1997-03-18,30.4,20,0.0,608.0,1997,3,UK
10472,24,Guaraná Fantástica,1,Beverages,SEVES,Seven Seas Imports,8,1997-03-12,1997-03-19,3.6,80,0.05,273.59999999999997,1997,3,UK
10472,51,Manjimup Dried Apples,7,Produce,SEVES,Seven Seas Imports,8,1997-03-12,1997-03-19,42.4,18,0.0,763.1999999999999,1997,3,UK
10473,33,Geitost,4,Dairy Products,ISLAT,Island Trading,1,1997-03-13,1997-03-21,2.0,12,0.0,24.0,1997,3,UK
10473,71,Flotemysost,4,Dairy Products,ISLAT,Island Trading,1,1997-03-13,1997-03-21,17.2,12,0.0,206.39999999999998,1997,3,UK
10474,14,Tofu,7,Produce,PERIC,Pericles Comidas clásicas,5,1997-03-13,1997-03-21,18.6,12,0.0,223.20000000000002,1997,3,Mexico
10474,28,Rössle Sauerkraut,7,Produce,PERIC,Pericles Comidas clásicas,5,1997-03-13,1997-03-21,36.4,18,0.0,655.1999999999999,1997,3,Mexico
10474,40,Boston Crab Meat,8,Seafood,PERIC,Pericles Comidas clásicas,5,1997-03-13,1997-03-21,14.7,21,0.0,308.7,1997,3,Mexico
10474,75,Rhönbräu Klosterbier,1,Beverages,PERIC,Pericles Comidas clásicas,5,1997-03-13,1997-03-21,6.2,10,0.0,62.0,1997,3,Mexico
10475,31,Gorgonzola Telino,4,Dairy Products,SUPRD,Suprêmes délices,9,1997-03-14,1997-04-04,10.0,35,0.15,297.5,1997,3,Belgium
10475,66,Louisiana Hot Spiced Okra,2,Condiments,SUPRD,Suprêmes délices,9,1997-03-14,1997-04-04,13.6,60,0.15,693.6,1997,3,Belgium
10475,76,Lakkalikööri,1,Beverages,SUPRD,Suprêmes délices,9,1997-03-14,1997-04-04,14.4,42,0.15,514.08,1997,3,Belgium
10476,55,Pâté chinois,6,Meat/Poultry,HILAA,HILARION-Abastos,8,1997-03-17,1997-03-24,19.2,2,0.05,36.48,1997,3,Venezuela
10476,70,Outback Lager,1,Beverages,HILAA,HILARION-Abastos,8,1997-03-17,1997-03-24,12.0,12,0.0,144.0,1997,3,Venezuela
10477,1,Chai,1,Beverages,PRINI,Princesa Isabel Vinhos,5,1997-03-17,1997-03-25,14.4,15,0.0,216.0,1997,3,Portugal
10477,21,Sir Rodney's Scones,3,Confections,PRINI,Princesa Isabel Vinhos,5,1997-03-17,1997-03-25,8.0,21,0.25,126.0,1997,3,Portugal
10477,39,Chartreuse verte,1,Beverages,PRINI,Princesa Isabel Vinhos,5,1997-03-17,1997-03-25,14.4,20,0.25,216.0,1997,3,Portugal
10478,10,Ikura,8,Seafood,VICTE,Victuailles en stock,2,1997-03-18,1997-03-26,24.8,20,0.05,471.2,1997,3,France
10479,38,Côte de Blaye,1,Beverages,RATTC,Rattlesnake Canyon Grocery,3,1997-03-19,1997-03-21,210.8,30,0.0,6324.0,1997,3,USA
10479,53,Perth Pasties,6,Meat/Poultry,RATTC,Rattlesnake Canyon Grocery,3,1997-03-19,1997-03-21,26.2,28,0.0,733.6,1997,3,USA
10479,59,Raclette Courdavault,4,Dairy Products,RATTC,Rattlesnake Canyon Grocery,3,1997-03-19,1997-03-21,44.0,60,0.0,2640.0,1997,3,USA
10479,64,Wimmers gute Semmelknödel,5,Grains/Cereals,RATTC,Rattlesnake Canyon Grocery,3,1997-03-19,1997-03-21,26.6,30,0.0,798.0,1997,3,USA
10480,47,Zaanse koeken,3,Confections,FOLIG,Folies gourmandes,6,1997-03-20,1997-03-24,7.6,30,0.0,228.0,1997,3,France
10480,59,Raclette Courdavault,4,Dairy Products,FOLIG,Folies gourmandes,6,1997-03-20,1997-03-24,44.0,12,0.0,528.0,1997,3,France
10481,49,Maxilaku,3,Confections,RICAR,Ricardo Adocicados,8,1997-03-20,1997-03-25,16.0,24,0.0,384.0,1997,3,Brazil
10481,60,Camembert Pierrot,4,Dairy Products,RICAR,Ricardo Adocicados,8,1997-03-20,1997-03-25,27.2,40,0.0,1088.0,1997,3,Brazil
10482,40,Boston Crab Meat,8,Seafood,LAZYK,Lazy K Kountry Store,1,1997-03-21,1997-04-10,14.7,10,0.0,147.0,1997,3,USA
10483,34,Sasquatch Ale,1,Beverages,WHITC,White Clover Markets,7,1997-03-24,1997-04-25,11.2,35,0.05,372.4,1997,3,USA
10483,77,Original Frankfurter grüne Soße,2,Condiments,WHITC,White Clover Markets,7,1997-03-24,1997-04-25,10.4,30,0.05,296.4,1997,3,USA
10484,21,Sir Rodney's Scones,3,Confections,BSBEV,B's Beverages,3,1997-03-24,1997-04-01,8.0,14,0.0,112.0,1997,3,UK
10484,40,Boston Crab Meat,8,Seafood,BSBEV,B's Beverages,3,1997-03-24,1997-04-01,14.7,10,0.0,147.0,1997,3,UK
10484,51,Manjimup Dried Apples,7,Produce,BSBEV,B's Beverages,3,1997-03-24,1997-04-01,42.4,3,0.0,127.19999999999999,1997,3,UK
10485,2,Chang,1,Beverages,LINOD,LINO-Delicateses,4,1997-03-25,1997-03-31,15.2,20,0.1,273.6,1997,3,Venezuela
10485,3,Aniseed Syrup,2,Condiments,LINOD,LINO-Delicateses,4,1997-03-25,1997-03-31,8.0,20,0.1,144.0,1997,3,Venezuela
10485,55,Pâté chinois,6,Meat/Poultry,LINOD,LINO-Delicateses,4,1997-03-25,1997-03-31,19.2,30,0.1,518.4,1997,3,Venezuela
10485,70,Outback Lager,1,Beverages,LINOD,LINO-Delicateses,4,1997-03-25,1997-03-31,12.0,60,0.1,648.0,1997,3,Venezuela
10486,11,Queso Cabrales,4,Dairy Products,HILAA,HILARION-Abastos,1,1997-03-26,1997-04-02,16.8,5,0.0,84.0,1997,3,Venezuela
10486,51,Manjimup Dried Apples,7,Produce,HILAA,HILARION-Abastos,1,1997-03-26,1997-04-02,42.4,25,0.0,1060.0,1997,3,Venezuela
10486,74,Longlife Tofu,7,Produce,HILAA,HILARION-Abastos,1,1997-03-26,1997-04-02,8.0,16,0.0,128.0,1997,3,Venezuela
10487,19,Teatime Chocolate Biscuits,3,Confections,QUEEN,Queen Cozinha,2,1997-03-26,1997-03-28,7.3,5,0.0,36.5,1997,3,Brazil
10487,26,Gumbär Gummibärchen,3,Confections,QUEEN,Queen Cozinha,2,1997-03-26,1997-03-28,24.9,30,0.0,747.0,1997,3,Brazil
10487,54,Tourtière,6,Meat/Poultry,QUEEN,Queen Cozinha,2,1997-03-26,1997-03-28,5.9,24,0.25,106.20000000000002,1997,3,Brazil
10488,59,Raclette Courdavault,4,Dairy Products,FRANK,Frankenversand,8,1997-03-27,1997-04-02,44.0,30,0.0,1320.0,1997,3,Germany
10488,73,Röd Kaviar,8,Seafood,FRANK,Frankenversand,8,1997-03-27,1997-04-02,12.0,20,0.2,192.0,1997,3,Germany
10489,11,Queso Cabrales,4,Dairy Products,PICCO,Piccolo und mehr,6,1997-03-28,1997-04-09,16.8,15,0.25,189.0,1997,3,Austria
10489,16,Pavlova,3,Confections,PICCO,Piccolo und mehr,6,1997-03-28,1997-04-09,13.9,18,0.0,250.20000000000002,1997,3,Austria
10490,59,Raclette Courdavault,4,Dairy Products,HILAA,HILARION-Abastos,7,1997-03-31,1997-04-03,44.0,60,0.0,2640.0,1997,3,Venezuela
10490,68,Scottish Longbreads,3,Confections,HILAA,HILARION-Abastos,7,1997-03-31,1997-04-03,10.0,30,0.0,300.0,1997,3,Venezuela
10490,75,Rhönbräu Klosterbier,1,Beverages,HILAA,HILARION-Abastos,7,1997-03-31,1997-04-03,6.2,36,0.0,223.20000000000002,1997,3,Venezuela
10491,44,Gula Malacca,2,Condiments,FURIB,Furia Bacalhau e Frutos do Mar,8,1997-03-31,1997-04-08,15.5,15,0.15,197.625,1997,3,Portugal
10491,77,Original Frankfurter grüne Soße,2,Condiments,FURIB,Furia Bacalhau e Frutos do Mar,8,1997-03-31,1997-04-08,10.4,7,0.15,61.879999999999995,1997,3,Portugal
10492,25,NuNuCa Nuß-Nougat-Creme,3,Confections,BOTTM,Bottom-Dollar Markets,3,1997-04-01,1997-04-11,11.2,60,0.05,638.4,1997,4,Canada
10492,42,Singaporean Hokkien Fried Mee,5,Grains/Cereals,BOTTM,Bottom-Dollar Markets,3,1997-04-01,1997-04-11,11.2,20,0.05,212.79999999999998,1997,4,Canada
10493,65,Louisiana Fiery Hot Pepper Sauce,2,Condiments,LAMAI,La maison d'Asie,4,1997-04-02,1997-04-10,16.8,15,0.1,226.8,1997,4,France
10493,66,Louisiana Hot Spiced Okra,2,Condiments,LAMAI,La maison d'Asie,4,1997-04-02,1997-04-10,13.6,10,0.1,122.4,1997,4,France
10493,69,Gudbrandsdalsost,4,Dairy Products,LAMAI,La maison d'Asie,4,1997-04-02,1997-04-10,28.8,10,0.1,259.2,1997,4,France
10494,56,Gnocchi di nonna Alice,5,Grains/Cereals,COMMI,Comércio Mineiro,4,1997-04-02,1997-04-09,30.4,30,0.0,912.0,1997,4,Brazil
10495,23,Tunnbröd,5,Grains/Cereals,LAUGB,Laughing Bacchus Wine Cellars,3,1997-04-03,1997-04-11,7.2,10,0.0,72.0,1997,4,Canada
10495,41,Jack's New England Clam Chowder,8,Seafood,LAUGB,Laughing Bacchus Wine Cellars,3,1997-04-03,1997-04-11,7.7,20,0.0,154.0,1997,4,Canada
10495,77,Original Frankfurter grüne Soße,2,Condiments,LAUGB,Laughing Bacchus Wine Cellars,3,1997-04-03,1997-04-11,10.4,5,0.0,52.0,1997,4,Canada
10496,31,Gorgonzola Telino,4,Dairy Products,TRADH,Tradição Hipermercados,7,1997-04-04,1997-04-07,10.0,20,0.05,190.0,1997,4,Brazil
10497,56,Gnocchi di nonna Alice,5,Grains/Cereals,LEHMS,Lehmanns Marktstand,7,1997-04-04,1997-04-07,30.4,14,0.0,425.59999999999997,1997,4,Germany
10497,72,Mozzarella di Giovanni,4,Dairy Products,LEHMS,Lehmanns Marktstand,7,1997-04-04,1997-04-07,27.8,25,0.0,695.0,1997,4,Germany
10497,77,Original Frankfurter grüne Soße,2,Condiments,LEHMS,Lehmanns Marktstand,7,1997-04-04,1997-04-07,10.4,25,0.0,260.0,1997,4,Germany
10498,24,Guaraná Fantástica,1,Beverages,HILAA,HILARION-Abastos,8,1997-04-07,1997-04-11,4.5,14,0.0,63.0,1997,4,Venezuela
10498,40,Boston Crab Meat,8,Seafood,HILAA,HILARION-Abastos,8,1997-04-07,1997-04-11,18.4,5,0.0,92.0,1997,4,Venezuela
10498,42,Singaporean Hokkien Fried Mee,5,Grains/Cereals,HILAA,HILARION-Abastos,8,1997-04-07,1997-04-11,14.0,30,0.0,420.0,1997,4,Venezuela
10499,28,Rössle Sauerkraut,7,Produce,LILAS,LILA-Supermercado,4,1997-04-08,1997-04-16,45.6,20,0.0,912.0,1997,4,Venezuela
10499,49,Maxilaku,3,Confections,LILAS,LILA-Supermercado,4,1997-04-08,1997-04-16,20.0,25,0.0,500.0,1997,4,Venezuela
10500,15,Genen Shouyu,2,Condiments,LAMAI,La maison d'Asie,6,1997-04-09,1997-04-17,15.5,12,0.05,176.7,1997,4,France
10500,28,Rössle Sauerkraut,7,Produce,LAMAI,La maison d'Asie,6,1997-04-09,1997-04-17,45.6,8,0.05,346.56,1997,4,France
10501,54,Tourtière,6,Meat/Poultry,BLAUS,Blauer See Delikatessen,9,1997-04-09,1997-04-16,7.45,20,0.0,149.0,1997,4,Germany
10502,45,Rogede sild,8,Seafood,PERIC,Pericles Comidas clásicas,2,1997-04-10,1997-04-29,9.5,21,0.0,199.5,1997,4,Mexico
10502,53,Perth Pasties,6,Meat/Poultry,PERIC,Pericles Comidas clásicas,2,1997-04-10,1997-04-29,32.8,6,0.0,196.79999999999998,1997,4,Mexico
10502,67,Laughing Lumberjack Lager,1,Beverages,PERIC,Pericles Comidas clásicas,2,1997-04-10,1997-04-29,14.0,30,0.0,420.0,1997,4,Mexico
10503,14,Tofu,7,Produce,HUNGO,Hungry Owl All-Night Grocers,6,1997-04-11,1997-04-16,23.25,70,0.0,1627.5,1997,4,Ireland
10503,65,Louisiana Fiery Hot Pepper Sauce,2,Condiments,HUNGO,Hungry Owl All-Night Grocers,6,1997-04-11,1997-04-16,21.05,20,0.0,421.0,1997,4,Ireland
10504,2,Chang,1,Beverages,WHITC,White Clover Markets,4,1997-04-11,1997-04-18,19.0,12,0.0,228.0,1997,4,USA
10504,21,Sir Rodney's Scones,3,Confections,WHITC,White Clover Markets,4,1997-04-11,1997-04-18,10.0,12,0.0,120.0,1997,4,USA
10504,53,Perth Pasties,6,Meat/Poultry,WHITC,White Clover Markets,4,1997-04-11,1997-04-18,32.8,10,0.0,328.0,1997,4,USA
10504,61,Sirop d'érable,2,Condiments,WHITC,White Clover Markets,4,1997-04-11,1997-04-18,28.5,25,0.0,712.5,1997,4,USA
10505,62,Tarte au sucre,3,Confections,MEREP,Mère Paillarde,3,1997-04-14,1997-04-21,49.3,3,0.0,147.89999999999998,1997,4,Canada
10506,25,NuNuCa Nuß-Nougat-Creme,3,Confections,KOENE,Königlich Essen,9,1997-04-15,1997-05-02,14.0,18,0.1,226.8,1997,4,Germany
10506,70,Outback Lager,1,Beverages,KOENE,Königlich Essen,9,1997-04-15,1997-05-02,15.0,14,0.1,189.0,1997,4,Germany
10507,43,Ipoh Coffee,1,Beverages,ANTON,Antonio Moreno Taquería,7,1997-04-15,1997-04-22,46.0,15,0.15,586.5,1997,4,Mexico
10507,48,Chocolade,3,Confections,ANTON,Antonio Moreno Taquería,7,1997-04-15,1997-04-22,12.75,15,0.15,162.5625,1997,4,Mexico
10508,13,Konbu,8,Seafood,OTTIK,Ottilies Käseladen,1,1997-04-16,1997-05-13,6.0,10,0.0,60.0,1997,4,Germany
10508,39,Chartreuse verte,1,Beverages,OTTIK,Ottilies Käseladen,1,1997-04-16,1997-05-13,18.0,10,0.0,180.0,1997,4,Germany
10509,28,Rössle Sauerkraut,7,Produce,BLAUS,Blauer See Delikatessen,4,1997-04-17,1997-04-29,45.6,3,0.0,136.8,1997,4,Germany
10510,29,Thüringer Rostbratwurst,6,Meat/Poultry,SAVEA,Save-a-lot Markets,6,1997-04-18,1997-04-28,123.79,36,0.0,4456.4400000000005,1997,4,USA
10510,75,Rhönbräu Klosterbier,1,Beverages,SAVEA,Save-a-lot Markets,6,1997-04-18,1997-04-28,7.75,36,0.1,251.1,1997,4,USA
10511,4,Chef Anton's Cajun Seasoning,2,Condiments,BONAP,Bon app',4,1997-04-18,1997-04-21,22.0,50,0.15,935.0,1997,4,France
10511,7,Uncle Bob's Organic Dried Pears,7,Produce,BONAP,Bon app',4,1997-04-18,1997-04-21,30.0,50,0.15,1275.0,1997,4,France
10511,8,Northwoods Cranberry Sauce,2,Condiments,BONAP,Bon app',4,1997-04-18,1997-04-21,40.0,10,0.15,340.0,1997,4,France
10512,24,Guaraná Fantástica,1,Beverages,FAMIA,Familia Arquibaldo,7,1997-04-21,1997-04-24,4.5,10,0.15,38.25,1997,4,Brazil
10512,46,Spegesild,8,Seafood,FAMIA,Familia Arquibaldo,7,1997-04-21,1997-04-24,12.0,9,0.15,91.8,1997,4,Brazil
10512,47,Zaanse koeken,3,Confections,FAMIA,Familia Arquibaldo,7,1997-04-21,1997-04-24,9.5,6,0.15,48.449999999999996,1997,4,Brazil
10512,60,Camembert Pierrot,4,Dairy Products,FAMIA,Familia Arquibaldo,7,1997-04-21,1997-04-24,34.0,12,0.15,346.8,1997,4,Brazil
